date,actual,enn,jnn
2024-04-05,-5.037232,-4.677627,-4.694814
2024-04-08,-5.291184,-4.820716,-4.803156
2024-04-09,-4.469718,-4.913415,-4.857529
2024-04-10,-4.552451,-4.615952,-4.622111
2024-04-11,-4.528435,-4.572958,-4.601233
2024-04-12,-4.262087,-4.553377,-4.571136
2024-04-15,-4.187808,-4.375170,-4.391451
2024-04-16,-4.091516,-4.256363,-4.264005
2024-04-17,-4.550184,-4.156325,-4.147462
2024-04-18,-4.720628,-4.441992,-4.431630
2024-04-19,-4.691420,-4.645693,-4.643009
2024-04-22,-4.691265,-4.677793,-4.689720
2024-04-23,-4.699454,-4.677367,-4.692815
2024-04-24,-4.461533,-4.680905,-4.695484
2024-04-25,-4.512664,-4.547349,-4.478264
2024-04-26,-4.740854,-4.536984,-4.479632
2024-04-29,-4.405924,-4.665021,-4.484404
2024-04-30,-4.148359,-4.516118,-4.476397
2024-05-01,-4.288056,-4.271834,-4.465411
2024-05-02,-4.532525,-4.291871,-4.471159
2024-05-03,-4.253337,-4.485020,-4.479956
2024-05-06,-4.460819,-4.362499,-4.470214
2024-05-07,-4.462301,-4.448917,-4.477774
2024-05-08,-5.093011,-4.487983,-4.478078
2024-05-09,-4.966842,-4.788784,-4.484848
2024-05-10,-5.004870,-4.805450,-4.485673
2024-05-13,-4.946928,-4.809303,-4.485584
2024-05-14,-4.803694,-4.794878,-4.485723
2024-05-15,-5.023944,-4.743665,-4.485232
2024-05-16,-5.083744,-4.806033,-4.485487
2024-05-17,-5.409401,-4.831673,-4.485122
2024-05-20,-5.042344,-4.888585,-4.481057
2024-05-21,-5.314669,-4.830361,-4.485275
2024-05-22,-4.961732,-4.874481,-4.482487
2024-05-23,-4.587664,-4.808343,-4.485616
2024-05-24,-4.908544,-4.646760,-4.481838
2024-05-28,-4.427544,-4.753819,-4.488941
2024-05-29,-4.741930,-4.555340,-4.481267
2024-05-30,-4.789593,-4.671755,-4.487940
2024-05-31,-4.741542,-4.722858,-4.488573
2024-06-03,-4.627258,-4.710147,-4.488152
2024-06-04,-4.771967,-4.654422,-4.486436
2024-06-05,-4.763652,-4.707941,-4.488386
2024-06-06,-4.809162,-4.717246,-4.488369
2024-06-07,-4.801703,-4.733916,-4.488719
2024-06-10,-3.877664,-4.734345,-4.488682
2024-06-11,-3.991350,-4.131867,-4.458060
2024-06-12,-3.725234,-4.020674,-4.462050
2024-06-13,-4.121991,-3.887284,-4.450735
2024-06-14,-4.285418,-4.057662,-4.467720
2024-06-17,-4.123458,-4.237565,-4.475338
2024-06-18,-4.130674,-4.176991,-4.468668
2024-06-20,-4.138365,-4.149222,-4.468752
2024-06-21,-4.171661,-4.146961,-4.469098
2024-06-24,-4.055467,-4.173993,-4.470584
2024-06-25,-4.626315,-4.099320,-4.465422
2024-06-26,-4.333211,-4.501009,-4.485714
2024-06-27,-4.471078,-4.429303,-4.477826
2024-06-28,-4.253159,-4.483240,-4.483220
2024-07-01,-4.205147,-4.349574,-4.475564
2024-07-02,-4.434701,-4.261323,-4.473286
2024-07-03,-4.767712,-4.403331,-4.481916
2024-07-05,-4.717684,-4.656553,-4.489011
2024-07-08,-4.316839,-4.692517,-4.488703
2024-07-09,-4.640904,-4.459578,-4.478281
