date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-12-02,0.080129,0.052243,0.047672,0.071440,0.073971,0.079863,0.081853,0.133853,0.090229,0.082857,0.120489,0.124402,0.133446,0.136483
2022-12-05,0.000001,0.004863,0.010303,0.016015,0.010642,0.016669,0.007088,0.000001,0.009289,0.019280,0.029490,0.019892,0.030645,0.013412
2022-12-06,0.007878,0.001645,0.000054,0.000015,0.004186,0.004328,0.000192,0.016732,0.003380,0.000108,0.000030,0.008745,0.009049,0.000388
2022-12-07,0.043029,0.059817,0.032536,0.031229,0.062064,0.069248,0.048197,0.099303,0.141779,0.073657,0.070516,0.147590,0.166359,0.112197
2022-12-08,0.000556,0.033248,0.015691,0.009580,0.015999,0.023833,0.014558,0.001130,0.075372,0.034174,0.020475,0.034876,0.052974,0.031607
2022-12-09,0.099843,0.035991,0.041780,0.064499,0.066966,0.062777,0.064532,0.163509,0.063681,0.073248,0.109671,0.113531,0.106967,0.109722
2022-12-12,0.009116,0.024635,0.025006,0.043521,0.037073,0.047786,0.037407,0.017125,0.044495,0.045132,0.076100,0.065478,0.083042,0.066032
2022-12-13,0.469199,0.366365,0.333569,0.307835,0.388636,0.374114,0.354339,1.565239,1.144808,1.019258,0.923663,1.232426,1.175079,1.098289
2022-12-14,0.009130,0.154895,0.113572,0.116673,0.161880,0.190997,0.117730,0.019481,0.409957,0.288078,0.296955,0.431308,0.522567,0.299989
2022-12-15,0.309733,0.082449,0.084836,0.110455,0.102144,0.129649,0.087869,0.441621,0.137389,0.141014,0.179126,0.166914,0.206822,0.145601
2022-12-16,0.014947,0.003283,0.008458,0.000310,0.000013,0.006469,0.000271,0.032488,0.006824,0.018003,0.000627,0.000026,0.012270,0.000549
2022-12-19,0.011140,0.010552,0.006884,0.010823,0.009698,0.008809,0.016251,0.020791,0.019730,0.013037,0.020221,0.018183,0.016565,0.029908
