date,RW_MSE,AR_MSE,HAR_MSE,ARFIMA_MSE,FNN_MSE,LSTM_MSE,NAR_MSE,RW_QLIKE,AR_QLIKE,HAR_QLIKE,ARFIMA_QLIKE,FNN_QLIKE,LSTM_QLIKE,NAR_QLIKE
2022-11-14,0.050795,0.027843,0.039421,0.052000,0.030425,0.023754,0.043254,0.087902,0.049975,0.069365,0.089839,0.054351,0.042980,0.075664
2022-11-15,0.146550,0.098577,0.083089,0.070510,0.103562,0.108708,0.080749,0.384726,0.245805,0.203301,0.169685,0.259740,0.274249,0.196985
2022-11-16,0.206139,0.089004,0.121410,0.132882,0.098167,0.085012,0.089176,0.311360,0.147313,0.195016,0.211422,0.161021,0.141282,0.147571
2022-11-17,0.000010,0.017115,0.015359,0.025373,0.015554,0.013562,0.035488,0.000019,0.031429,0.028330,0.045761,0.028675,0.025136,0.062842
2022-11-18,0.010360,0.001774,0.000020,0.000906,0.001914,0.002484,0.000718,0.022200,0.003649,0.000040,0.001776,0.003942,0.005137,0.001462
2022-11-21,0.117073,0.121940,0.143505,0.163793,0.072277,0.085080,0.129509,0.188753,0.195779,0.226411,0.254539,0.121784,0.141385,0.206623
2022-11-22,0.007601,0.054553,0.081165,0.100031,0.043115,0.054042,0.083008,0.014356,0.093929,0.135434,0.163787,0.075437,0.093113,0.138240
2022-11-23,0.000106,0.021625,0.038740,0.061833,0.014176,0.021292,0.031155,0.000211,0.039304,0.068240,0.105481,0.026229,0.038728,0.055582
2022-11-25,0.116503,0.199594,0.256473,0.306141,0.160597,0.190755,0.229547,0.187927,0.302732,0.376041,0.437281,0.250151,0.290994,0.341796
2022-11-28,0.210892,0.053918,0.025573,0.009982,0.022468,0.025210,0.016444,0.586969,0.126663,0.057064,0.021364,0.049784,0.056210,0.035889
2022-11-29,0.004029,0.000015,0.008055,0.022715,0.000000,0.000017,0.000006,0.007728,0.000030,0.015188,0.041189,0.000001,0.000034,0.000012
2022-11-30,0.493464,0.472623,0.420202,0.332246,0.490323,0.445337,0.446752,1.670342,1.579935,1.359870,1.014283,1.656612,1.464078,1.470014
2022-12-01,0.023751,0.031338,0.014791,0.005139,0.030090,0.027161,0.044819,0.042976,0.070777,0.032133,0.010787,0.067788,0.060817,0.103749
2022-12-02,0.044302,0.014978,0.003308,0.015939,0.019680,0.021632,0.014264,0.077377,0.027655,0.006369,0.029356,0.035923,0.039316,0.026387
2022-12-05,0.004482,0.000684,0.003645,0.000623,0.002719,0.000104,0.005542,0.009378,0.001392,0.007592,0.001267,0.005254,0.000207,0.011656
2022-12-06,0.144764,0.126083,0.154722,0.144424,0.152236,0.169653,0.174335,0.379368,0.324159,0.409430,0.378347,0.401884,0.455319,0.469903
2022-12-07,0.038966,0.000278,0.000747,0.000210,0.000013,0.000564,0.000001,0.068613,0.000551,0.001468,0.000415,0.000025,0.001147,0.000003
2022-12-08,0.075207,0.058897,0.041567,0.055198,0.089358,0.071782,0.085095,0.126307,0.100842,0.072898,0.094960,0.147846,0.121018,0.141408
2022-12-09,0.067781,0.134470,0.105067,0.128410,0.176445,0.137155,0.157535,0.114802,0.213675,0.171224,0.205054,0.271772,0.217474,0.245931
2022-12-12,0.036536,0.000127,0.000061,0.000049,0.000909,0.002067,0.000076,0.083346,0.000252,0.000124,0.000097,0.001856,0.004261,0.000153
2022-12-13,0.306575,0.283423,0.236551,0.242809,0.373915,0.357098,0.302875,0.919047,0.835364,0.672426,0.693675,1.174297,1.108913,0.905534
2022-12-14,0.000998,0.085981,0.068183,0.059569,0.119031,0.114331,0.064721,0.002039,0.211147,0.163558,0.141139,0.303731,0.290245,0.154498
2022-12-15,0.043475,0.000463,0.000422,0.001775,0.008003,0.005341,0.007034,0.076025,0.000913,0.000855,0.003453,0.015093,0.010181,0.013313
2022-12-16,0.029821,0.025047,0.006044,0.020510,0.072407,0.048708,0.033764,0.053331,0.045202,0.011484,0.037369,0.121986,0.084534,0.059963
2022-12-19,0.012046,0.000477,0.007781,0.003339,0.000126,0.002156,0.001646,0.025956,0.000968,0.016518,0.006942,0.000251,0.004450,0.003383
2022-12-20,0.051544,0.047267,0.044388,0.042558,0.041300,0.026214,0.038624,0.089106,0.082201,0.077517,0.074525,0.072460,0.047198,0.068048
2022-12-21,0.017887,0.046986,0.044325,0.052350,0.041960,0.034841,0.061163,0.032787,0.081745,0.077413,0.090401,0.073544,0.061764,0.104423
